Accession,Release_Date,Species,Length,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT439278,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439279,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439280,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439281,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439282,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: MI,MI,Homo sapiens,swab,3/22/2020
MT439283,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439284,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439285,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439286,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439287,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439288,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439289,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439290,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439291,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439292,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439293,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439294,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: MI,MI,Homo sapiens,swab,3/26/2020
MT439295,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA: MI,MI,Homo sapiens,swab,3/26/2020
MT439296,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439297,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29795,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439298,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439299,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439300,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/26/2020
MT439301,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439302,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/25/2020
MT439303,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/26/2020
MT439304,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439305,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,MI,Homo sapiens,swab,3/26/2020
MT439306,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439307,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439308,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439309,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/28/2020
MT439310,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439311,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439312,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439313,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439314,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439315,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439316,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439317,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/26/2020
MT439318,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,MI,Homo sapiens,swab,3/27/2020
MT439319,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,MI,Homo sapiens,swab,3/28/2020
MT439320,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,USA: MI,MI,Homo sapiens,swab,3/30/2020
MT434782,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/5/2020
MT434783,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434784,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434785,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434786,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/4/2020
MT434787,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434788,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434789,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434790,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434791,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434792,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434793,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434794,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/8/2020
MT434795,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434796,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434797,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434798,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434799,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434800,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434801,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434802,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/13/2020
MT434803,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434804,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434805,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/10/2020
MT434806,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/10/2020
MT434807,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434808,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020
MT434809,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020
MT434810,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/18/2020
MT434811,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/17/2020
MT434812,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020
MT434813,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/2/2020
MT434814,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434815,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: NY,NY,Homo sapiens,oronasopharynx,3/9/2020
MT434816,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA: NY,NY,Homo sapiens,oronasopharynx,3/8/2020
MT434817,2020-05-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: NY,NY,Homo sapiens,oronasopharynx,3/19/2020
MT429183,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,3/26/2020
MT429184,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/10/2020
MT429185,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/8/2020
MT429186,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/12/2020
MT429187,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/8/2020
MT429188,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/7/2020
MT429189,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/8/2020
MT429190,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/6/2020
MT429191,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,WI,Homo sapiens,oronasopharynx,4/6/2020
MT432195,2020-05-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,"USA: East Feliciana Parish, Louisiana",LA,Homo sapiens,oronasopharynx,4/9/2020
MT422806,2020-05-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: FL,FL,Homo sapiens,,3/27/2020
MT422807,2020-05-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: FL,FL,Homo sapiens,,3/27/2020
MT425183,2020-05-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,307,USA,,Felis catus,,4/1/2020
MT425184,2020-05-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,307,USA,,Felis catus,,4/6/2020
MT418880,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,VA,Homo sapiens,,2020-04
MT418881,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,VA,Homo sapiens,,2020-04
MT418882,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: VA,VA,Homo sapiens,,2020-04
MT418883,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,VA,Homo sapiens,,2020-04
MT418884,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: VA,VA,Homo sapiens,,2020-04
MT418885,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,VA,Homo sapiens,,2020-04
MT418886,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: VA,VA,Homo sapiens,,2020-04
MT418887,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: VA,VA,Homo sapiens,,2020-04
MT418888,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: VA,VA,Homo sapiens,,2020-04
MT418889,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,VA,Homo sapiens,,2020-04
MT418890,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: VA,VA,Homo sapiens,,2020-04
MT418891,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: VA,VA,Homo sapiens,,2020-04
MT418892,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: VA,VA,Homo sapiens,,2020-04
MT418893,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,VA,Homo sapiens,,2020-04
MT418894,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,VA,Homo sapiens,,2020-04
MT419827,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29675,USA: CA,CA,Homo sapiens,oronasopharynx,3/4/2020
MT419828,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29462,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419829,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: CA,CA,Homo sapiens,oronasopharynx,2/28/2020
MT419830,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,CA,Homo sapiens,oronasopharynx,2/27/2020
MT419831,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,CA,Homo sapiens,oronasopharynx,2/27/2020
MT419832,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: CA,CA,Homo sapiens,oronasopharynx,2/27/2020
MT419833,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419834,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29704,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419835,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419836,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29648,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419837,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419838,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29731,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419839,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419840,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29004,USA: CA,CA,Homo sapiens,,3/11/2020
MT419841,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29722,USA: CA,CA,Homo sapiens,oronasopharynx,2/29/2020
MT419842,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29795,USA: CA,CA,Homo sapiens,oronasopharynx,3/4/2020
MT419843,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29340,USA: CA,CA,Homo sapiens,oronasopharynx,3/8/2020
MT419844,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,USA: CA,CA,Homo sapiens,oronasopharynx,3/4/2020
MT419845,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29692,USA: CA,CA,Homo sapiens,oronasopharynx,3/4/2020
MT419846,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29666,USA: CA,CA,Homo sapiens,oronasopharynx,3/4/2020
MT419847,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29720,USA: CA,CA,Homo sapiens,oronasopharynx,3/3/2020
MT419848,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29715,USA: CA,CA,Homo sapiens,oronasopharynx,3/4/2020
MT419849,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29617,USA: CA,CA,Homo sapiens,oronasopharynx,3/9/2020
MT419850,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: CA,CA,Homo sapiens,oronasopharynx,3/7/2020
MT419851,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: CA,CA,Homo sapiens,oronasopharynx,3/13/2020
MT419852,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29264,USA: CA,CA,Homo sapiens,oronasopharynx,3/13/2020
MT419853,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: CA,CA,Homo sapiens,oronasopharynx,3/14/2020
MT419854,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,CA,Homo sapiens,oronasopharynx,3/2/2020
MT419855,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419856,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419857,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: CA,CA,Homo sapiens,oronasopharynx,3/7/2020
MT419858,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: CA,CA,Homo sapiens,oronasopharynx,3/5/2020
MT419859,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: CA,CA,Homo sapiens,oronasopharynx,3/8/2020
MT419860,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: CA,CA,Homo sapiens,,3/20/2020
MT412135,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: Michigan,MI,Homo sapiens,swab,3/10/2020
MT412136,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,MI,Homo sapiens,swab,3/12/2020
